order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status,order_month,order_dayofweek,age_group,delivery_speed,distance_category,order_size
501,2024-12-22,63,Fast Food,1004.82,7.47,62,Wallet,4.5,Delivered,12,Sunday,Senior (45+),Slow,Medium,Premium
502,2024-01-22,56,Fast Food,822.27,10.19,67,Card,3.2,Delivered,1,Monday,Senior (45+),Slow,Far,Regular
503,2024-04-01,28,Bakery,737.54,0.71,74,Card,4.6,Delayed,4,Monday,Young (18-29),Slow,Near,Regular
504,2024-08-24,25,Fast Food,632.86,7.77,87,Wallet,4.9,Delivered,8,Saturday,Young (18-29),Slow,Medium,Regular
505,2024-10-23,49,Cafe,1045.7,14.39,69,Wallet,2.6,Delivered,10,Wednesday,Senior (45+),Slow,Far,Premium
506,2024-03-05,37,Bakery,755.87,14.47,62,Cash,4.5,Delivered,3,Tuesday,Adult (30-44),Slow,Far,Regular
507,2024-08-06,27,Italian,468.77,6.28,86,Wallet,3.5,Delivered,8,Tuesday,Young (18-29),Slow,Medium,Regular
508,2024-05-17,49,Fast Food,664.71,14.79,65,UPI,3.2,Delayed,5,Friday,Senior (45+),Slow,Far,Regular
509,2024-11-13,63,Chinese,580.24,5.73,69,Card,3.7,Cancelled,11,Wednesday,Senior (45+),Slow,Medium,Regular
510,2024-07-22,51,Italian,1005.11,14.11,25,Card,4.9,Delivered,7,Monday,Senior (45+),Fast,Far,Premium
511,2024-02-15,44,Indian,565.08,11.27,86,Card,4.6,Delayed,2,Thursday,Adult (30-44),Slow,Far,Regular
512,2024-07-04,61,Italian,477.98,9.8,38,Card,2.6,Delivered,7,Thursday,Senior (45+),Normal,Medium,Regular
513,2024-01-12,55,Italian,228.56,13.32,30,Card,4.8,Cancelled,1,Friday,Senior (45+),Normal,Far,Budget
514,2024-12-14,42,Italian,448.49,6.86,50,UPI,3.7,Delayed,12,Saturday,Adult (30-44),Normal,Medium,Budget
515,2024-07-22,40,Chinese,843.69,7.34,65,UPI,3.4,Delayed,7,Monday,Adult (30-44),Slow,Medium,Regular
516,2024-10-24,21,Chinese,1150.64,2.46,78,UPI,4.8,Delayed,10,Thursday,Young (18-29),Slow,Near,Premium
517,2024-04-07,53,Italian,473.79,13.75,62,Cash,3.7,Delayed,4,Sunday,Senior (45+),Slow,Far,Regular
518,2024-10-27,35,Chinese,1016.14,6.98,45,Card,5.0,Delivered,10,Sunday,Adult (30-44),Normal,Medium,Premium
519,2024-07-23,40,Cafe,365.02,9.69,80,Wallet,3.2,Delayed,7,Tuesday,Adult (30-44),Slow,Medium,Budget
520,2024-06-04,59,Chinese,401.86,10.25,27,Cash,4.1,Cancelled,6,Tuesday,Senior (45+),Fast,Far,Budget
521,2024-07-31,44,Bakery,498.55,9.6,28,Wallet,4.8,Delayed,7,Wednesday,Adult (30-44),Fast,Medium,Regular
522,2024-07-25,63,Bakery,347.51,14.96,38,Cash,2.5,Cancelled,7,Thursday,Senior (45+),Normal,Far,Budget
523,2024-11-02,20,Chinese,245.32,0.79,22,Card,5.0,Cancelled,11,Saturday,Young (18-29),Fast,Near,Budget
524,2024-11-07,60,Indian,982.19,7.11,24,Card,2.6,Delivered,11,Thursday,Senior (45+),Fast,Medium,Premium
525,2024-06-17,59,Cafe,1074.12,8.21,53,Cash,4.9,Delayed,6,Monday,Senior (45+),Normal,Medium,Premium
526,2024-02-07,40,Cafe,1142.5,8.28,69,Card,4.4,Delivered,2,Wednesday,Adult (30-44),Slow,Medium,Premium
527,2024-01-16,39,Cafe,182.52,13.3,28,UPI,4.8,Delivered,1,Tuesday,Adult (30-44),Fast,Far,Budget
528,2024-06-09,56,Cafe,229.19,3.05,54,Card,4.8,Delivered,6,Sunday,Senior (45+),Normal,Near,Budget
529,2024-06-20,26,Cafe,179.32,2.84,61,UPI,2.5,Delayed,6,Thursday,Young (18-29),Slow,Near,Budget
530,2024-08-24,27,Fast Food,1168.56,2.06,63,Card,3.1,Delayed,8,Saturday,Young (18-29),Slow,Near,Premium
531,2024-11-10,44,Italian,309.39,2.85,46,Cash,2.9,Delayed,11,Sunday,Adult (30-44),Normal,Near,Budget
532,2024-07-11,50,Italian,1066.11,11.41,68,UPI,3.8,Delivered,7,Thursday,Senior (45+),Slow,Far,Premium
533,2024-11-01,30,Chinese,621.15,6.62,61,Card,4.2,Delayed,11,Friday,Adult (30-44),Slow,Medium,Regular
534,2024-01-25,33,Indian,947.71,11.3,53,Wallet,3.4,Delivered,1,Thursday,Adult (30-44),Normal,Far,Premium
535,2024-11-25,26,Bakery,322.72,6.28,65,Wallet,4.3,Delivered,11,Monday,Young (18-29),Slow,Medium,Budget
536,2024-08-20,18,Bakery,1020.42,9.95,84,Card,3.9,Delivered,8,Tuesday,Young (18-29),Slow,Medium,Premium
537,2024-05-23,25,Fast Food,184.24,7.34,84,Cash,4.6,Delayed,5,Thursday,Young (18-29),Slow,Medium,Budget
538,2024-02-16,65,Chinese,595.58,1.15,69,Card,2.5,Cancelled,2,Friday,Senior (45+),Slow,Near,Regular
539,2024-09-27,54,Fast Food,1069.84,0.51,31,Card,4.4,Delayed,9,Friday,Senior (45+),Normal,Near,Premium
540,2024-09-10,51,Fast Food,469.56,1.2,28,UPI,4.9,Cancelled,9,Tuesday,Senior (45+),Fast,Near,Regular
541,2024-11-14,65,Cafe,352.73,6.59,75,Wallet,3.4,Delayed,11,Thursday,Senior (45+),Slow,Medium,Budget
542,2024-02-22,31,Chinese,1044.0,8.66,41,UPI,4.2,Delayed,2,Thursday,Adult (30-44),Normal,Medium,Premium
543,2024-12-27,27,Fast Food,344.33,14.53,25,Card,4.4,Delayed,12,Friday,Young (18-29),Fast,Far,Budget
544,2024-06-26,22,Italian,982.47,7.58,61,Cash,3.4,Delayed,6,Wednesday,Young (18-29),Slow,Medium,Premium
545,2024-04-26,41,Cafe,269.41,6.56,40,Card,3.7,Delivered,4,Friday,Adult (30-44),Normal,Medium,Budget
546,2024-06-21,46,Cafe,999.54,2.61,69,Cash,4.7,Cancelled,6,Friday,Senior (45+),Slow,Near,Premium
547,2024-09-06,25,Fast Food,410.67,3.14,57,Cash,3.3,Cancelled,9,Friday,Young (18-29),Normal,Near,Budget
548,2024-08-03,37,Indian,1100.25,2.22,61,Cash,4.2,Delivered,8,Saturday,Adult (30-44),Slow,Near,Premium
549,2024-12-27,65,Italian,780.33,2.84,15,Card,4.7,Delivered,12,Friday,Senior (45+),Fast,Near,Regular
550,2024-03-21,45,Fast Food,334.52,6.23,76,Card,4.8,Delayed,3,Thursday,Senior (45+),Slow,Medium,Budget
551,2024-10-02,38,Bakery,385.48,8.36,76,Cash,4.6,Delivered,10,Wednesday,Adult (30-44),Slow,Medium,Budget
552,2024-08-29,59,Indian,967.38,1.73,15,UPI,4.3,Cancelled,8,Thursday,Senior (45+),Fast,Near,Premium
553,2024-05-29,53,Italian,770.01,14.03,76,UPI,3.9,Cancelled,5,Wednesday,Senior (45+),Slow,Far,Regular
554,2024-11-08,22,Italian,324.5,10.59,22,UPI,2.9,Delayed,11,Friday,Young (18-29),Fast,Far,Budget
555,2024-08-10,40,Italian,581.46,7.56,48,UPI,3.9,Delayed,8,Saturday,Adult (30-44),Normal,Medium,Regular
556,2024-09-11,48,Chinese,796.41,12.93,90,Card,4.7,Delivered,9,Wednesday,Senior (45+),Slow,Far,Regular
557,2024-06-12,50,Chinese,1051.18,14.34,32,UPI,3.0,Delivered,6,Wednesday,Senior (45+),Normal,Far,Premium
558,2024-08-08,24,Indian,205.96,3.52,37,Cash,4.1,Delayed,8,Thursday,Young (18-29),Normal,Near,Budget
559,2024-03-01,27,Fast Food,957.55,7.61,90,Cash,4.3,Cancelled,3,Friday,Young (18-29),Slow,Medium,Premium
560,2024-09-15,19,Bakery,934.41,12.44,34,Wallet,4.4,Cancelled,9,Sunday,Young (18-29),Normal,Far,Premium
561,2024-12-25,41,Cafe,393.73,4.96,29,UPI,4.1,Delivered,12,Wednesday,Adult (30-44),Fast,Near,Budget
562,2024-04-21,35,Chinese,1061.37,4.13,78,Wallet,3.2,Delivered,4,Sunday,Adult (30-44),Slow,Near,Premium
563,2024-11-19,42,Fast Food,934.5,3.69,35,UPI,2.6,Cancelled,11,Tuesday,Adult (30-44),Normal,Near,Premium
564,2024-12-02,40,Cafe,316.75,4.13,17,Card,3.2,Delivered,12,Monday,Adult (30-44),Fast,Near,Budget
565,2024-10-31,27,Indian,427.6,12.22,22,Cash,4.5,Cancelled,10,Thursday,Young (18-29),Fast,Far,Budget
566,2024-10-13,36,Fast Food,681.32,1.39,80,Card,2.9,Cancelled,10,Sunday,Adult (30-44),Slow,Near,Regular
567,2024-06-10,22,Cafe,922.63,12.23,53,UPI,3.3,Delivered,6,Monday,Young (18-29),Normal,Far,Premium
568,2024-11-16,41,Fast Food,468.1,7.3,77,UPI,4.9,Delivered,11,Saturday,Adult (30-44),Slow,Medium,Regular
569,2024-12-17,56,Bakery,515.53,4.96,67,Wallet,3.5,Cancelled,12,Tuesday,Senior (45+),Slow,Near,Regular
570,2024-12-17,48,Bakery,344.2,7.09,86,Wallet,3.8,Delayed,12,Tuesday,Senior (45+),Slow,Medium,Budget
571,2024-02-24,54,Cafe,777.39,9.58,59,Cash,3.6,Cancelled,2,Saturday,Senior (45+),Normal,Medium,Regular
572,2024-02-29,25,Indian,539.98,4.75,68,Cash,4.5,Delayed,2,Thursday,Young (18-29),Slow,Near,Regular
573,2024-08-29,22,Chinese,1178.29,13.41,81,UPI,4.4,Delayed,8,Thursday,Young (18-29),Slow,Far,Premium
574,2024-11-12,21,Bakery,291.73,11.54,47,Wallet,4.8,Delivered,11,Tuesday,Young (18-29),Normal,Far,Budget
575,2024-06-19,19,Italian,341.15,2.69,76,Wallet,2.6,Cancelled,6,Wednesday,Young (18-29),Slow,Near,Budget
576,2024-07-17,29,Bakery,512.03,1.02,69,Cash,3.8,Delivered,7,Wednesday,Young (18-29),Slow,Near,Regular
577,2024-03-09,65,Chinese,890.96,1.68,71,Cash,4.6,Delivered,3,Saturday,Senior (45+),Slow,Near,Premium
578,2024-06-09,61,Indian,764.03,2.34,83,Cash,3.2,Cancelled,6,Sunday,Senior (45+),Slow,Near,Regular
579,2024-10-30,60,Bakery,818.3,13.68,30,Card,3.0,Cancelled,10,Wednesday,Senior (45+),Normal,Far,Regular
580,2024-09-26,57,Fast Food,403.72,1.69,43,UPI,3.0,Delivered,9,Thursday,Senior (45+),Normal,Near,Budget
581,2024-05-15,28,Fast Food,860.44,7.84,44,Cash,4.1,Cancelled,5,Wednesday,Young (18-29),Normal,Medium,Premium
582,2024-03-08,29,Italian,529.84,7.38,64,UPI,4.0,Cancelled,3,Friday,Young (18-29),Slow,Medium,Regular
583,2024-06-05,23,Bakery,402.53,12.81,82,UPI,3.0,Delayed,6,Wednesday,Young (18-29),Slow,Far,Budget
584,2024-07-24,21,Italian,917.35,13.98,43,Card,2.9,Delivered,7,Wednesday,Young (18-29),Normal,Far,Premium
585,2024-10-11,19,Bakery,357.48,11.4,83,UPI,3.8,Delayed,10,Friday,Young (18-29),Slow,Far,Budget
586,2024-05-01,51,Indian,430.1,13.11,61,Wallet,3.0,Cancelled,5,Wednesday,Senior (45+),Slow,Far,Budget
587,2024-03-17,49,Fast Food,1045.66,2.05,25,UPI,3.6,Delivered,3,Sunday,Senior (45+),Fast,Near,Premium
588,2024-01-26,47,Fast Food,1029.23,10.15,52,Cash,4.6,Delayed,1,Friday,Senior (45+),Normal,Far,Premium
589,2024-01-26,28,Cafe,237.53,6.81,63,Cash,4.7,Delivered,1,Friday,Young (18-29),Slow,Medium,Budget
590,2024-04-20,28,Cafe,526.2,4.73,44,UPI,2.9,Delayed,4,Saturday,Young (18-29),Normal,Near,Regular
591,2024-12-12,23,Bakery,780.04,1.27,25,UPI,3.7,Delayed,12,Thursday,Young (18-29),Fast,Near,Regular
592,2024-02-13,47,Indian,733.61,7.21,25,Card,4.3,Delayed,2,Tuesday,Senior (45+),Fast,Medium,Regular
593,2024-11-06,59,Bakery,509.08,11.58,19,Cash,3.2,Delayed,11,Wednesday,Senior (45+),Fast,Far,Regular
594,2024-04-06,63,Fast Food,889.69,10.03,43,UPI,4.3,Cancelled,4,Saturday,Senior (45+),Normal,Far,Premium
595,2024-06-01,29,Indian,1094.75,12.56,60,UPI,4.4,Delivered,6,Saturday,Young (18-29),Slow,Far,Premium
596,2024-12-24,28,Chinese,541.01,7.3,47,Card,2.7,Delayed,12,Tuesday,Young (18-29),Normal,Medium,Regular
597,2024-06-04,52,Italian,928.39,6.3,39,Card,4.8,Cancelled,6,Tuesday,Senior (45+),Normal,Medium,Premium
598,2024-03-08,65,Chinese,797.87,2.15,27,Card,4.5,Cancelled,3,Friday,Senior (45+),Fast,Near,Regular
599,2024-08-05,64,Bakery,460.65,1.72,38,UPI,2.9,Delivered,8,Monday,Senior (45+),Normal,Near,Regular
600,2024-08-22,49,Indian,244.32,12.61,23,Card,4.8,Delayed,8,Thursday,Senior (45+),Fast,Far,Budget
601,2024-08-06,26,Cafe,526.94,3.58,22,UPI,4.5,Delayed,8,Tuesday,Young (18-29),Fast,Near,Regular
602,2024-07-04,44,Fast Food,789.61,11.76,69,UPI,3.8,Cancelled,7,Thursday,Adult (30-44),Slow,Far,Regular
603,2024-06-01,65,Chinese,343.53,13.48,75,UPI,3.3,Delayed,6,Saturday,Senior (45+),Slow,Far,Budget
604,2024-01-16,62,Indian,323.92,12.08,57,UPI,4.8,Delayed,1,Tuesday,Senior (45+),Normal,Far,Budget
605,2024-08-20,43,Cafe,689.23,3.7,72,Card,4.1,Cancelled,8,Tuesday,Adult (30-44),Slow,Near,Regular
606,2024-03-11,63,Chinese,1044.39,9.89,89,UPI,3.1,Delayed,3,Monday,Senior (45+),Slow,Medium,Premium
607,2024-04-27,29,Cafe,290.66,7.07,90,Cash,4.5,Delivered,4,Saturday,Young (18-29),Slow,Medium,Budget
608,2024-05-01,63,Cafe,568.99,8.48,85,UPI,2.6,Delayed,5,Wednesday,Senior (45+),Slow,Medium,Regular
609,2024-12-03,59,Chinese,545.82,2.29,86,Card,4.8,Delayed,12,Tuesday,Senior (45+),Slow,Near,Regular
610,2024-05-01,19,Indian,775.44,0.97,55,Card,2.9,Delayed,5,Wednesday,Young (18-29),Normal,Near,Regular
611,2024-03-01,58,Chinese,748.31,1.95,39,Card,4.7,Delivered,3,Friday,Senior (45+),Normal,Near,Regular
612,2024-10-05,33,Chinese,827.44,3.48,68,Card,4.4,Delivered,10,Saturday,Adult (30-44),Slow,Near,Regular
613,2024-05-20,39,Italian,1178.69,2.06,51,Wallet,3.0,Cancelled,5,Monday,Adult (30-44),Normal,Near,Premium
614,2024-05-27,38,Fast Food,837.5,5.35,33,Cash,3.2,Delayed,5,Monday,Adult (30-44),Normal,Medium,Regular
615,2024-12-07,59,Fast Food,336.5,3.7,18,Card,4.5,Delayed,12,Saturday,Senior (45+),Fast,Near,Budget
616,2024-10-27,48,Indian,522.67,9.3,77,Cash,2.6,Cancelled,10,Sunday,Senior (45+),Slow,Medium,Regular
617,2024-05-12,26,Cafe,1093.62,7.94,30,UPI,4.4,Delayed,5,Sunday,Young (18-29),Normal,Medium,Premium
618,2024-05-25,42,Fast Food,564.79,13.51,38,Wallet,3.6,Cancelled,5,Saturday,Adult (30-44),Normal,Far,Regular
619,2024-12-08,53,Indian,177.19,10.48,20,Wallet,3.1,Delivered,12,Sunday,Senior (45+),Fast,Far,Budget
620,2024-01-30,25,Cafe,776.66,10.41,31,Wallet,4.7,Delayed,1,Tuesday,Young (18-29),Normal,Far,Regular
621,2024-11-14,41,Cafe,534.55,4.08,20,UPI,2.6,Delayed,11,Thursday,Adult (30-44),Fast,Near,Regular
622,2024-11-25,46,Chinese,747.1,12.17,54,UPI,4.6,Delayed,11,Monday,Senior (45+),Normal,Far,Regular
623,2024-05-22,62,Chinese,1009.58,2.69,39,Cash,4.2,Cancelled,5,Wednesday,Senior (45+),Normal,Near,Premium
624,2024-03-01,55,Bakery,849.71,7.0,41,Card,3.3,Delivered,3,Friday,Senior (45+),Normal,Medium,Regular
625,2024-05-28,43,Fast Food,244.17,5.26,60,Cash,2.6,Delayed,5,Tuesday,Adult (30-44),Slow,Medium,Budget
626,2024-08-13,43,Indian,621.07,6.81,81,Wallet,4.9,Delivered,8,Tuesday,Adult (30-44),Slow,Medium,Regular
627,2024-07-16,19,Bakery,441.47,13.16,57,Card,3.5,Delayed,7,Tuesday,Young (18-29),Normal,Far,Budget
628,2024-03-01,32,Cafe,928.24,14.5,36,UPI,3.7,Delayed,3,Friday,Adult (30-44),Normal,Far,Premium
629,2024-01-30,62,Indian,651.57,11.71,34,UPI,2.7,Delivered,1,Tuesday,Senior (45+),Normal,Far,Regular
630,2024-04-13,20,Indian,728.75,7.11,46,UPI,3.7,Cancelled,4,Saturday,Young (18-29),Normal,Medium,Regular
631,2024-04-18,34,Italian,158.69,11.36,63,UPI,4.2,Cancelled,4,Thursday,Adult (30-44),Slow,Far,Budget
632,2024-09-27,32,Bakery,1075.08,9.42,80,Cash,4.8,Delivered,9,Friday,Adult (30-44),Slow,Medium,Premium
633,2024-07-08,33,Cafe,445.59,1.34,30,Card,4.7,Delivered,7,Monday,Adult (30-44),Normal,Near,Budget
634,2024-02-07,43,Cafe,279.95,0.74,62,Wallet,4.2,Delivered,2,Wednesday,Adult (30-44),Slow,Near,Budget
635,2024-12-30,46,Italian,1015.09,3.87,39,Cash,2.9,Cancelled,12,Monday,Senior (45+),Normal,Near,Premium
636,2024-05-29,52,Indian,748.66,10.4,67,UPI,3.6,Delivered,5,Wednesday,Senior (45+),Slow,Far,Regular
637,2024-10-10,21,Bakery,585.45,4.27,67,Card,3.0,Delayed,10,Thursday,Young (18-29),Slow,Near,Regular
638,2024-12-31,33,Cafe,1116.1,3.11,38,Card,3.7,Delayed,12,Tuesday,Adult (30-44),Normal,Near,Premium
639,2024-12-28,30,Fast Food,1068.98,13.34,79,Wallet,3.9,Cancelled,12,Saturday,Adult (30-44),Slow,Far,Premium
640,2024-09-15,18,Indian,964.33,1.65,76,UPI,4.0,Delivered,9,Sunday,Young (18-29),Slow,Near,Premium
641,2024-03-13,49,Chinese,682.58,2.21,19,UPI,4.0,Delivered,3,Wednesday,Senior (45+),Fast,Near,Regular
642,2024-10-15,49,Bakery,860.99,12.65,53,UPI,2.8,Cancelled,10,Tuesday,Senior (45+),Normal,Far,Premium
643,2024-05-19,39,Fast Food,1185.01,2.48,17,Card,4.6,Delivered,5,Sunday,Adult (30-44),Fast,Near,Premium
644,2024-01-22,26,Cafe,569.53,2.45,67,Cash,2.6,Delivered,1,Monday,Young (18-29),Slow,Near,Regular
645,2024-08-16,24,Chinese,696.27,11.58,26,UPI,3.9,Cancelled,8,Friday,Young (18-29),Fast,Far,Regular
646,2024-03-04,61,Bakery,577.69,10.58,17,Card,3.4,Cancelled,3,Monday,Senior (45+),Fast,Far,Regular
647,2024-07-27,58,Fast Food,1187.07,5.17,43,Card,2.6,Cancelled,7,Saturday,Senior (45+),Normal,Medium,Premium
648,2024-06-02,18,Indian,712.31,13.14,46,UPI,2.7,Delayed,6,Sunday,Young (18-29),Normal,Far,Regular
649,2024-02-03,20,Bakery,1066.22,11.64,15,Wallet,4.4,Cancelled,2,Saturday,Young (18-29),Fast,Far,Premium
650,2024-01-05,31,Chinese,284.07,3.62,36,Card,4.7,Cancelled,1,Friday,Adult (30-44),Normal,Near,Budget
651,2024-06-07,58,Chinese,888.28,13.15,79,Cash,2.9,Delayed,6,Friday,Senior (45+),Slow,Far,Premium
652,2024-06-01,56,Bakery,278.95,12.72,48,Card,4.1,Delayed,6,Saturday,Senior (45+),Normal,Far,Budget
653,2024-09-04,52,Fast Food,305.52,2.97,49,Cash,3.7,Cancelled,9,Wednesday,Senior (45+),Normal,Near,Budget
654,2024-04-30,41,Italian,171.62,4.41,68,Wallet,4.5,Delivered,4,Tuesday,Adult (30-44),Slow,Near,Budget
655,2024-07-20,60,Chinese,309.07,4.37,87,Cash,2.9,Delayed,7,Saturday,Senior (45+),Slow,Near,Budget
656,2024-06-25,24,Fast Food,948.17,13.58,83,Wallet,5.0,Delayed,6,Tuesday,Young (18-29),Slow,Far,Premium
657,2024-09-12,35,Cafe,373.86,12.18,45,Wallet,4.6,Cancelled,9,Thursday,Adult (30-44),Normal,Far,Budget
658,2024-02-15,35,Cafe,306.64,11.06,30,Card,2.9,Cancelled,2,Thursday,Adult (30-44),Normal,Far,Budget
659,2024-05-19,55,Italian,804.34,1.68,60,Cash,3.1,Cancelled,5,Sunday,Senior (45+),Slow,Near,Regular
660,2024-07-22,22,Fast Food,724.63,11.75,25,UPI,3.3,Delivered,7,Monday,Young (18-29),Fast,Far,Regular
661,2024-08-29,24,Bakery,1005.97,10.38,65,Cash,4.4,Delayed,8,Thursday,Young (18-29),Slow,Far,Premium
662,2024-07-15,61,Chinese,1120.79,13.78,43,Card,4.7,Delayed,7,Monday,Senior (45+),Normal,Far,Premium
663,2024-03-21,54,Chinese,839.15,5.23,77,Wallet,4.4,Delivered,3,Thursday,Senior (45+),Slow,Medium,Regular
664,2024-08-16,59,Indian,488.48,7.11,26,Cash,2.7,Delivered,8,Friday,Senior (45+),Fast,Medium,Regular
665,2024-05-24,57,Cafe,382.31,14.58,46,Cash,2.6,Delivered,5,Friday,Senior (45+),Normal,Far,Budget
666,2024-07-16,40,Fast Food,587.47,11.54,67,Card,2.8,Cancelled,7,Tuesday,Adult (30-44),Slow,Far,Regular
667,2024-03-21,21,Italian,1155.17,3.71,45,UPI,3.4,Delayed,3,Thursday,Young (18-29),Normal,Near,Premium
668,2024-12-17,21,Italian,340.79,10.03,16,Wallet,4.7,Delayed,12,Tuesday,Young (18-29),Fast,Far,Budget
669,2024-10-17,24,Indian,718.38,11.59,79,UPI,2.8,Delivered,10,Thursday,Young (18-29),Slow,Far,Regular
670,2024-10-26,42,Cafe,1164.6,9.04,70,Cash,3.5,Delivered,10,Saturday,Adult (30-44),Slow,Medium,Premium
671,2024-02-16,54,Cafe,185.23,3.12,86,UPI,3.6,Cancelled,2,Friday,Senior (45+),Slow,Near,Budget
672,2024-04-04,63,Italian,711.22,13.75,41,Wallet,4.0,Delivered,4,Thursday,Senior (45+),Normal,Far,Regular
673,2024-04-23,24,Bakery,499.02,2.24,80,Wallet,4.7,Delayed,4,Tuesday,Young (18-29),Slow,Near,Regular
674,2024-11-02,37,Cafe,338.34,8.34,62,Card,4.9,Cancelled,11,Saturday,Adult (30-44),Slow,Medium,Budget
675,2024-10-27,25,Cafe,725.24,13.39,90,UPI,3.9,Cancelled,10,Sunday,Young (18-29),Slow,Far,Regular
676,2024-10-20,22,Italian,363.04,12.66,37,Cash,4.0,Delivered,10,Sunday,Young (18-29),Normal,Far,Budget
677,2024-06-24,22,Chinese,995.57,11.52,68,Cash,4.1,Cancelled,6,Monday,Young (18-29),Slow,Far,Premium
678,2024-10-07,52,Italian,768.27,0.74,45,UPI,3.2,Delivered,10,Monday,Senior (45+),Normal,Near,Regular
679,2024-02-14,52,Bakery,755.59,14.99,47,Wallet,3.7,Delivered,2,Wednesday,Senior (45+),Normal,Far,Regular
680,2024-10-29,48,Cafe,989.42,14.11,50,Cash,3.1,Delivered,10,Tuesday,Senior (45+),Normal,Far,Premium
681,2024-07-07,19,Chinese,692.65,13.08,82,Card,3.0,Cancelled,7,Sunday,Young (18-29),Slow,Far,Regular
682,2024-06-22,63,Bakery,756.34,10.62,61,Cash,5.0,Delayed,6,Saturday,Senior (45+),Slow,Far,Regular
683,2024-12-25,59,Indian,977.52,12.78,68,UPI,3.3,Cancelled,12,Wednesday,Senior (45+),Slow,Far,Premium
684,2024-08-11,45,Cafe,894.83,14.79,59,Card,4.6,Delivered,8,Sunday,Senior (45+),Normal,Far,Premium
685,2024-07-31,42,Fast Food,271.08,2.53,70,UPI,3.8,Delayed,7,Wednesday,Adult (30-44),Slow,Near,Budget
686,2024-02-19,61,Bakery,851.81,9.85,56,Card,2.7,Delivered,2,Monday,Senior (45+),Normal,Medium,Premium
687,2024-03-25,56,Fast Food,320.18,14.11,85,Card,4.2,Delayed,3,Monday,Senior (45+),Slow,Far,Budget
688,2024-08-04,31,Fast Food,1021.52,3.42,58,Wallet,4.0,Delivered,8,Sunday,Adult (30-44),Normal,Near,Premium
689,2024-10-05,47,Cafe,1024.52,8.54,60,Cash,3.1,Delivered,10,Saturday,Senior (45+),Slow,Medium,Premium
690,2024-07-09,39,Indian,479.07,13.54,65,Card,4.2,Delayed,7,Tuesday,Adult (30-44),Slow,Far,Regular
691,2024-09-04,23,Italian,446.46,12.63,32,Wallet,4.5,Cancelled,9,Wednesday,Young (18-29),Normal,Far,Budget
692,2024-08-14,54,Italian,1007.86,1.84,37,UPI,4.5,Delayed,8,Wednesday,Senior (45+),Normal,Near,Premium
693,2024-07-05,44,Chinese,785.87,1.5,78,Cash,4.4,Cancelled,7,Friday,Adult (30-44),Slow,Near,Regular
694,2024-03-06,63,Indian,942.65,14.66,66,Cash,4.5,Delivered,3,Wednesday,Senior (45+),Slow,Far,Premium
695,2024-11-15,60,Fast Food,153.84,10.48,79,Card,4.1,Cancelled,11,Friday,Senior (45+),Slow,Far,Budget
696,2024-04-08,35,Indian,552.91,5.16,48,Cash,2.6,Delayed,4,Monday,Adult (30-44),Normal,Medium,Regular
697,2024-05-17,40,Indian,683.53,1.72,46,Cash,3.6,Cancelled,5,Friday,Adult (30-44),Normal,Near,Regular
698,2024-07-08,28,Chinese,533.63,9.84,57,UPI,4.4,Cancelled,7,Monday,Young (18-29),Normal,Medium,Regular
699,2024-01-06,28,Fast Food,439.57,11.32,75,Cash,4.3,Cancelled,1,Saturday,Young (18-29),Slow,Far,Budget
700,2024-04-04,49,Cafe,1146.08,5.67,74,UPI,3.0,Cancelled,4,Thursday,Senior (45+),Slow,Medium,Premium
701,2024-07-17,20,Cafe,1183.39,5.24,77,UPI,2.7,Delayed,7,Wednesday,Young (18-29),Slow,Medium,Premium
702,2024-06-28,33,Indian,1099.47,0.52,89,Cash,4.2,Delayed,6,Friday,Adult (30-44),Slow,Near,Premium
703,2024-01-22,54,Bakery,501.04,1.72,87,Cash,3.7,Delayed,1,Monday,Senior (45+),Slow,Near,Regular
704,2024-04-03,40,Chinese,1108.61,13.68,76,Cash,4.4,Delivered,4,Wednesday,Adult (30-44),Slow,Far,Premium
705,2024-02-06,53,Fast Food,410.16,1.09,83,Cash,3.8,Delayed,2,Tuesday,Senior (45+),Slow,Near,Budget
706,2024-08-05,38,Indian,695.17,14.37,85,Cash,4.0,Delayed,8,Monday,Adult (30-44),Slow,Far,Regular
707,2024-02-18,51,Italian,610.35,13.35,85,Wallet,3.5,Cancelled,2,Sunday,Senior (45+),Slow,Far,Regular
708,2024-12-16,24,Fast Food,765.13,13.23,20,Cash,3.2,Delayed,12,Monday,Young (18-29),Fast,Far,Regular
709,2024-05-11,34,Bakery,974.78,4.97,74,UPI,3.3,Cancelled,5,Saturday,Adult (30-44),Slow,Near,Premium
710,2024-07-21,39,Bakery,751.56,10.14,31,UPI,4.7,Cancelled,7,Sunday,Adult (30-44),Normal,Far,Regular
711,2024-05-06,46,Italian,688.67,6.66,42,Wallet,4.8,Cancelled,5,Monday,Senior (45+),Normal,Medium,Regular
712,2024-08-04,64,Chinese,1049.29,0.86,75,Wallet,4.8,Delivered,8,Sunday,Senior (45+),Slow,Near,Premium
713,2024-03-23,49,Cafe,712.17,2.91,41,Wallet,4.9,Delayed,3,Saturday,Senior (45+),Normal,Near,Regular
714,2024-03-31,48,Chinese,627.05,4.95,61,Cash,4.8,Delayed,3,Sunday,Senior (45+),Slow,Near,Regular
